"10th Annual Grammy Awards","[1968-02-29, 1968-02-29, 1968-02-29, 1968-02-29]"
"10th Primetime Emmy Awards","[1958-04-15, 1958-04-15, 1958-04-15, 1958-04-15]"
"10th Satellite Awards","[2005-12-17, 2005-12-17, 2005-12-17, 2005-12-17]"
"10th TCA Awards","[1994-07-22, 1994-07-22, 1994-07-22, 1994-07-22]"
"10th Tony Awards","[1956-04-01, 1956-04-01, 1956-04-01, 1956-04-01]"
"11th Annual Grammy Awards","[1969-03-12, 1969-03-12, 1969-03-12, 1969-03-12]"
"11th Daytime Emmy Awards","[1984-06-27, 1984-06-27, 1984-06-27, 1984-06-27]"
"11th Lux Style Awards","[2012-02-14, 2012-02-14, 2012-02-16, 2012-02-16]"
"11th Satellite Awards","[2006-12-18, 2006-12-18, 2006-12-18, 2006-12-18]"
"11th TCA Awards","[1995-07-21, 1995-07-21, 1995-07-21, 1995-07-21]"
"11th Tony Awards","[1957-04-21, 1957-04-21, 1957-04-21, 1957-04-21]"
"12th Annual Grammy Awards","[1970-03-11, 1970-03-11, 1970-03-11, 1970-03-11]"
"12th Daytime Emmy Awards","[1985-07-31, 1985-07-31, 1985-07-31, 1985-07-31]"
"12th European Film Awards","[1999-12-04, 1999-12-04, 1999-12-04, 1999-12-04]"
"12th IIFA Awards","[2011-06-23, 2011-06-23, 2011-06-25, 2011-06-25]"
"12th Satellite Awards","[2007-12-16, 2007-12-16, 2007-12-16, 2007-12-16]"
"12th TCA Awards","[1996-07-20, 1996-07-20, 1996-07-20, 1996-07-20]"
"12th Tony Awards","[1958-04-13, 1958-04-13, 1958-04-13, 1958-04-13]"
"13th Annual Grammy Awards","[1971-03-16, 1971-03-16, 1971-03-16, 1971-03-16]"
"13th Daytime Emmy Awards","[1986-07-17, 1986-07-17, 1986-07-17, 1986-07-17]"
"13th European Film Awards","[2000-12-02, 2000-12-02, 2000-12-02, 2000-12-02]"
"13th IIFA Awards","[2012-06-07, 2012-06-07, 2012-06-09, 2012-06-09]"
"13th Primetime Emmy Awards","[1961-05-16, 1961-05-16, 1961-05-16, 1961-05-16]"
"13th Satellite Awards","[2008-12-14, 2008-12-14, 2008-12-14, 2008-12-14]"
"13th TCA Awards","[1997-07-20, 1997-07-20, 1997-07-20, 1997-07-20]"
"13th Tony Awards","[1959-04-12, 1959-04-12, 1959-04-12, 1959-04-12]"
"13th Youth in Film Awards","[1991-12-01, 1991-12-01, 1991-12-01, 1991-12-01]"
"14th Annual Grammy Awards","[1972-03-15, 1972-03-15, 1972-03-15, 1972-03-15]"
"14th European Film Awards","[2001-12-01, 2001-12-01, 2001-12-01, 2001-12-01]"
"14th Primetime Emmy Awards","[1962-05-22, 1962-05-22, 1962-05-22, 1962-05-22]"
"14th Satellite Awards","[2009-12-20, 2009-12-20, 2009-12-20, 2009-12-20]"
"14th TCA Awards","[1998-07-18, 1998-07-18, 1998-07-18, 1998-07-18]"
"14th Tony Awards","[1960-04-24, 1960-04-24, 1960-04-24, 1960-04-24]"
"15th Annual Grammy Awards","[1973-03-03, 1973-03-03, 1973-03-03, 1973-03-03]"
"15th European Film Awards","[2002-12-07, 2002-12-07, 2002-12-07, 2002-12-07]"
"15th Primetime Emmy Awards","[1963-05-26, 1963-05-26, 1963-05-26, 1963-05-26]"
"15th Satellite Awards","[2010-12-19, 2010-12-19, 2010-12-19, 2010-12-19]"
"15th TCA Awards","[1999-07-23, 1999-07-23, 1999-07-23, 1999-07-23]"
"15th Tony Awards","[1961-04-16, 1961-04-16, 1961-04-16, 1961-04-16]"
"16th Annual Grammy Awards","[1974-03-02, 1974-03-02, 1974-03-02, 1974-03-02]"
"16th European Film Awards","[2003-12-06, 2003-12-06, 2003-12-06, 2003-12-06]"
"16th Primetime Emmy Awards","[1964-05-25, 1964-05-25, 1964-05-25, 1964-05-25]"
"16th TCA Awards","[2000-07-14, 2000-07-14, 2000-07-14, 2000-07-14]"
"16th Tony Awards","[1962-04-29, 1962-04-29, 1962-04-29, 1962-04-29]"
"17th Annual Grammy Awards","[1975-03-01, 1975-03-01, 1975-03-01, 1975-03-01]"
"17th Daytime Emmy Awards","[1990-06-28, 1990-06-28, 1990-06-28, 1990-06-28]"
"17th European Film Awards","[2004-12-11, 2004-12-11, 2004-12-11, 2004-12-11]"
"17th Hollywood Film Awards","[2013-10-18, 2013-10-18, 2013-10-20, 2013-10-20]"
"17th PTV Awards","[2012-06-30, 2012-06-30, 2012-06-30, 2012-06-30]"
"17th Primetime Emmy Awards","[1965-09-12, 1965-09-12, 1965-09-12, 1965-09-12]"
"17th Satellite Awards","[2012-12-16, 2012-12-16, 2012-12-16, 2012-12-16]"
"17th Tony Awards","[1963-04-28, 1963-04-28, 1963-04-28, 1963-04-28]"
"18th Annual Grammy Awards","[1976-02-28, 1976-02-28, 1976-02-28, 1976-02-28]"
"18th Daytime Emmy Awards","[1991-06-27, 1991-06-27, 1991-06-27, 1991-06-27]"
"18th Empire Awards","[2013-03-24, 2013-03-24, 2013-03-24, 2013-03-24]"
"18th European Film Awards","[2005-12-03, 2005-12-03, 2005-12-03, 2005-12-03]"
"18th Primetime Emmy Awards","[1966-05-22, 1966-05-22, 1966-05-22, 1966-05-22]"
"18th TCA Awards","[2002-07-20, 2002-07-20, 2002-07-20, 2002-07-20]"
"18th Tony Awards","[1964-05-24, 1964-05-24, 1964-05-24, 1964-05-24]"
"1969 Australian Film Awards","[1969-12-02, 1969-12-02, 1969-12-02, 1969-12-02]"
"1977 Australian Film Awards","[1977-09-21, 1977-09-21, 1977-09-21, 1977-09-21]"
"1980 Australian Film Awards","[1980-09-17, 1980-09-17, 1980-09-17, 1980-09-17]"
"19th Annual Grammy Awards","[1977-02-19, 1977-02-19, 1977-02-19, 1977-02-19]"
"19th Empire Awards","[2014-03-30, 2014-03-30, 2014-03-30, 2014-03-30]"
"19th European Film Awards","[2006-12-02, 2006-12-02, 2006-12-02, 2006-12-02]"
"19th Primetime Emmy Awards","[1967-06-04, 1967-06-04, 1967-06-04, 1967-06-04]"
"19th TCA Awards","[2003-07-19, 2003-07-19, 2003-07-19, 2003-07-19]"
"19th Tony Awards","[1965-06-13, 1965-06-13, 1965-06-13, 1965-06-13]"
"1st ARY Film Awards","[2014-05-24, 2014-05-24, 2014-05-24, 2014-05-24]"
"1st Annual Grammy Awards","[1959-05-04, 1959-05-04, 1959-05-04, 1959-05-04]"
"1st Daytime Emmy Awards","[1974-05-28, 1974-05-28, 1974-05-28, 1974-05-28]"
"1st Hum Awards","[2013-03-12, 2013-03-12, 2013-04-28, 2013-04-28]"
"1st Lux Style Awards","[2002-02-18, 2002-02-18, 2002-02-20, 2002-02-20]"
"1st Primetime Emmy Awards","[1949-01-25, 1949-01-25, 1949-01-25, 1949-01-25]"
"1st TCA Awards","[1985-06-09, 1985-06-09, 1985-06-09, 1985-06-09]"
"1st Tony Awards","[1947-04-06, 1947-04-06, 1947-04-06, 1947-04-06]"
"2005 Australian Film Institute Awards","[2005-11-25, 2005-11-25, 2005-11-26, 2005-11-26]"
"2006 Australian Film Institute Awards","[2006-12-05, 2006-12-05, 2006-12-06, 2006-12-06]"
"2009 Australian Film Institute Awards","[2009-12-05, 2009-12-05, 2009-12-11, 2009-12-11]"
"2009 Game Show Awards","[2009-06-06, 2009-06-06, 2009-06-06, 2009-06-06]"
"2010 Australian Film Institute Awards","[2010-12-11, 2010-12-11, 2010-12-11, 2010-12-11]"
"2012 British Academy Television Awards","[2012-05-27, 2012-05-27, 2012-05-27, 2012-05-27]"
"2012 Nollywood Movies Awards","[2012-06-02, 2012-06-02, 2012-06-02, 2012-06-02]"
"2013 Best of Nollywood Awards","[2013-12-05, 2013-12-05, 2013-12-05, 2013-12-05]"
"2013 British Academy Television Awards","[2013-05-12, 2013-05-12, 2013-05-12, 2013-05-12]"
"2013 MTV Video Music Awards","[2013-08-25, 2013-08-25, 2013-08-25, 2013-08-25]"
"2014 British Academy Television Awards","[2014-05-18, 2014-05-18, 2014-05-18, 2014-05-18]"
"2014 MTV Europe Music Awards","[2014-11-09, 2014-11-09, 2014-11-09, 2014-11-09]"
